string,doc_id,word_loc,string_length,number_words,before_'s,contains_'s,before_after_said,position_or_title_before,post_name_after,two_capitals,capital_before,capital_after,contains_first_name,first_name_before,first_name_after,contains_last_name,last_name_before,last_name_after,common_proper_noun,contains_nba_teamcity,contains_nba_person,contains_partial_nba_person,partial_nba_person_before,partial_nba_person_after,label
Tony,002.,63,4,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Tony Allen,002.,63,10,2,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1
Tony Allen G,002.,63,12,3,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0
Tony Allen G Jameer,002.,63,19,4,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0
Allen,002.,64,5,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
Allen G,002.,64,7,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
Allen G Jameer,002.,64,14,3,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0
Allen G Jameer Nelson,002.,64,21,4,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0
G,002.,65,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0
G Jameer,002.,65,8,2,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0
G Jameer Nelson,002.,65,15,3,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,1,1,1,0,0
Jameer,002.,66,6,1,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Jameer Nelson,002.,66,13,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Nelson,002.,67,6,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Rights,002.,72,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Max,004.,0,3,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0
Max Kellerman,004.,0,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Kellerman,004.,1,9,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
Stephen,004.,3,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Stephen A,004.,3,9,2,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Stephen A Smith,004.,3,15,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
A,004.,4,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,0
A Smith,004.,4,7,2,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Smith,004.,5,5,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
Cleveland,004.,9,11,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Boston,004.,12,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
Eastern,004.,18,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Eastern Conference,004.,18,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Conference,004.,19,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Are,004.,21,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cavs,004.,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Every,004.,30,5,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
Every Monday,004.,30,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Monday,004.,31,6,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
Kevin,004.,40,5,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Kevin Arnovitz,004.,40,14,2,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1
Kevin Arnovitz Amin,004.,40,19,3,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Kevin Arnovitz Amin Elhassan,004.,40,28,4,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
Arnovitz,004.,41,8,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0
Arnovitz Amin,004.,41,13,2,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
Arnovitz Amin Elhassan,004.,41,22,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Amin,004.,42,4,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0
Amin Elhassan,004.,42,13,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Elhassan,004.,43,8,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Ramona,004.,45,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Ramona Shelburne,004.,45,16,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1
Shelburne,004.,46,9,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Marc,004.,49,4,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0
Marc J,004.,49,6,2,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1,0
Marc J Spears,004.,49,13,3,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
J,004.,50,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
J Spears,004.,50,8,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0
Spears,004.,51,6,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Chris,004.,54,5,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0
Chris Herring,004.,54,13,2,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1
Herring,004.,55,7,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0
Power,004.,70,5,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
DETROIT,005.,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Miami,005.,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Hassan,005.,4,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Hassan Whiteside,005.,4,16,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
Whiteside,005.,5,9,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Heat,005.,10,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Detroit,005.,13,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Whiteside,005.,17,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Kelly,005.,27,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0
Kelly Olynyk,005.,27,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
Olynyk,005.,28,6,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0
Saturday,005.,32,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Heat,005.,36,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Heat Detroit,005.,36,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Detroit,005.,37,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Luke,005.,46,4,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
Luke Kennard,005.,46,12,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1
Kennard,005.,47,7,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0
Dwight,005.,51,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
Dwight Buycks,005.,51,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
Buycks,005.,52,6,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0
Pistons,005.,58,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Reggie,005.,64,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Reggie Jackson,005.,64,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
Jackson,005.,65,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0
December,005.,68,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Detroit,005.,74,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Blake,005.,84,5,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Blake Griffin,005.,84,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
Griffin,005.,85,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Memphis,006.,0,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Memphis Grizzlies,006.,0,17,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Grizzlies,006.,1,9,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0
JB,006.,3,2,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
JB Bickerstaff,006.,3,14,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
Bickerstaff,006.,4,11,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Friday,006.,8,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Wednesday,006.,36,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Grizzlies,006.,41,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Utah,006.,44,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Utah Jazz,006.,44,9,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Jazz,006.,45,4,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Memphis,006.,47,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0
Memphis Bickerstaff,006.,47,19,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Bickerstaff,006.,48,11,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1
Grizzlies,006.,66,9,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0
Andrew,006.,68,6,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Andrew Harrison,006.,68,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Harrison,006.,69,8,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
Marc,006.,73,4,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Marc Davis,006.,73,10,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1
Davis,006.,74,5,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0
Bickerstaff,006.,79,11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1
Davis,006.,86,5,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1
DETROIT,007.,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
Quincy,007.,2,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0
Quincy Acy,007.,2,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
Acy,007.,3,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Brooklyn,007.,8,8,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Brooklyn Nets,007.,8,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Nets,007.,9,4,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
Wednesday,007.,11,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Pistons,007.,15,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Nets,007.,24,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Caris,007.,28,5,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0
Caris LeVert,007.,28,12,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
LeVert,007.,29,6,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Tuesday,007.,42,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Houston,007.,47,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Houston Rockets,007.,47,15,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Rockets,007.,48,7,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Nene,007.,53,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
Nene Hilario,007.,53,12,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1
Hilario,007.,54,7,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0
Pistons,007.,56,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Reggie,007.,62,6,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0
Reggie Jackson,007.,62,14,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Jackson,007.,63,7,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0
Brooklyn,007.,73,8,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
Kenny,007.,75,5,1,0,0,0,1,0,0,0,1,1,0,1,1,0,1,0,0,0,1,1,1,0
Kenny Atkinson,007.,75,14,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1
Atkinson,007.,76,8,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0
LeVert,007.,82,6,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
Head,008.,0,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
Tyronn,008.,2,6,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0
Tyronn Lue,008.,2,10,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1
Lue,008.,3,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
Wednesday,008.,9,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0
Cleveland,008.,13,9,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0
Cleveland Cavaliers,008.,13,19,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Cavaliers,008.,14,9,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0
Minnesota,008.,17,9,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0
Minnesota Timberwolves,008.,17,22,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
Timberwolves,008.,18,12,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
Dave,008.,23,4,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0
Dave McMenamin,008.,23,14,2,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1
Dave McMenamin Lue,008.,23,18,3,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1
McMenamin,008.,24,9,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0
McMenamin Lue,008.,24,13,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0
Lue,008.,25,3,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1
Tuesday,008.,27,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
Orlando,008.,33,7,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0
Orlando Magic,008.,33,13,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Magic,008.,34,5,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0
Lue,008.,43,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
Dec,008.,48,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chicago,008.,52,7,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Chicago Bulls,008.,52,13,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Bulls,008.,53,5,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Cavaliers,008.,79,9,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
Wednesday,008.,91,9,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
Eastern,008.,97,7,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
Eastern Conference,008.,97,18,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Conference,008.,98,10,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
Free-agent,011.,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
DeAndre,011.,2,7,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0
DeAndre Liggins,011.,2,15,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1
